Unnamed: 0,method,url,header,data,time,type
0,Get,http://111.229.33.190:8000/admin/login/?next=/admin/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': '_csrf=d2f26ceefec150d29574003eaa0b01dbb40b5351ae0d5be5d7a75d55b99729f6a%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22XWVRqu7Q2DZE4oHAxCv9K0K6ihvKQ_Y2%22%3B%7D; _identity=e079f2bf2d4b97125bc804af14e5ed68298584d846ec07a27b117a6b2cbbab2aa%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B1%2C%22d9c8125d-8857-4ae2-8885-e01f51231df3%22%2C2592000%5D%22%3B%7D; PHPSESSID=j1kp2hk9i37g4933c6n7khehn9; _identity=e079f2bf2d4b97125bc804af14e5ed68298584d846ec07a27b117a6b2cbbab2aa%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B1%2C%22d9c8125d-8857-4ae2-8885-e01f51231df3%22%2C2592000%5D%22%3B%7D'}",,0,0
11,Get,http://111.229.33.190:8000/info/teacher/41/Extra_class/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
12,Get,http://111.229.33.190:8000/info/teacher/41/Students/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
13,Get,http://111.229.33.190:8000/info/teacher/43/ClassDates/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
14,Get,http://111.229.33.190:8000/info/teacher/43/Extra_class/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
15,Get,http://111.229.33.190:8000/info/teacher/43/Students/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
16,Get,http://111.229.33.190:8000/info/teacher/46/ClassDates/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
17,Get,http://111.229.33.190:8000/info/teacher/46/Extra_class/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
18,Get,http://111.229.33.190:8000/info/teacher/46/Students/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
19,Get,http://111.229.33.190:8000/info/teacher/49/ClassDates/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
20,Get,http://111.229.33.190:8000/info/teacher/49/Extra_class/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
21,Get,http://111.229.33.190:8000/info/teacher/49/Students/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
22,Get,http://111.229.33.190:8000/info/teacher/50/ClassDates/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
23,Get,http://111.229.33.190:8000/info/teacher/50/Extra_class/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
24,Get,http://111.229.33.190:8000/info/teacher/50/Students/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
25,Get,http://111.229.33.190:8000/info/teacher/54/ClassDates/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
26,Get,http://111.229.33.190:8000/info/teacher/54/Extra_class/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
27,Get,http://111.229.33.190:8000/info/teacher/54/Students/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
28,Get,http://111.229.33.190:8000/info/teacher/59/ClassDates/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
29,Get,http://111.229.33.190:8000/info/teacher/59/Extra_class/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
30,Get,http://111.229.33.190:8000/info/teacher/59/Students/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
31,Get,http://111.229.33.190:8000/info/teacher/teachera/1/Classes/#page-top,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
32,Get,http://111.229.33.190:8000/info/teacher/41/marks_list/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
33,Get,http://111.229.33.190:8000/info/teacher/41/Students/Marks/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
34,Get,http://111.229.33.190:8000/info/teacher/43/marks_list/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
35,Get,http://111.229.33.190:8000/info/teacher/43/Students/Marks/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
36,Get,http://111.229.33.190:8000/info/teacher/46/marks_list/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
37,Get,http://111.229.33.190:8000/info/teacher/46/Students/Marks/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
38,Get,http://111.229.33.190:8000/info/teacher/49/marks_list/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
39,Get,http://111.229.33.190:8000/info/teacher/49/Students/Marks/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
40,Get,http://111.229.33.190:8000/info/teacher/50/marks_list/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
41,Get,http://111.229.33.190:8000/info/teacher/50/Students/Marks/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
42,Get,http://111.229.33.190:8000/info/teacher/54/marks_list/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
43,Get,http://111.229.33.190:8000/info/teacher/54/Students/Marks/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
44,Get,http://111.229.33.190:8000/info/teacher/59/marks_list/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
45,Get,http://111.229.33.190:8000/info/teacher/59/Students/Marks/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
46,Get,http://111.229.33.190:8000/info/teacher/teachera/2/Classes/#page-top,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
47,Get,http://111.229.33.190:8000/info/teacher/41/Report/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
48,Get,http://111.229.33.190:8000/info/teacher/43/Report/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
49,Get,http://111.229.33.190:8000/info/teacher/46/Report/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
50,Get,http://111.229.33.190:8000/info/teacher/49/Report/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
51,Get,http://111.229.33.190:8000/info/teacher/50/Report/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
52,Get,http://111.229.33.190:8000/info/teacher/54/Report/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
53,Get,http://111.229.33.190:8000/info/teacher/59/Report/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
54,Get,http://111.229.33.190:8000/info/teacher/teachera/3/Classes/#page-top,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
55,Get,http://111.229.33.190:8000/info/teacher/7231/Edit_att/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
56,Get,http://111.229.33.190:8000/info/teacher/6838/Edit_att/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
57,Get,http://111.229.33.190:8000/info/teacher/6825/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
58,Get,http://111.229.33.190:8000/info/teacher/6812/Edit_att/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
59,Get,http://111.229.33.190:8000/info/teacher/6837/Edit_att/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
60,Get,http://111.229.33.190:8000/info/teacher/6824/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
61,Get,http://111.229.33.190:8000/info/teacher/41/ClassDates/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
62,Get,http://111.229.33.190:8000/info/teacher/6811/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
63,Get,http://111.229.33.190:8000/info/teacher/41/ClassDates/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
64,Get,http://111.229.33.190:8000/info/teacher/6836/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
65,Get,http://111.229.33.190:8000/info/teacher/41/ClassDates/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
66,Get,http://111.229.33.190:8000/info/teacher/6823/attendance/,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'Cookie': 'sessionid=q0fqavlo7fshn9vukmbjfufjujts3yw4; csrftoken=syFKFd1frliRCxiFuU4nc3r9bUeFqPLN'}",,0,0
